filename,score
00001.mp4,2.199103854158498
00002.mp4,2.713371791677072
00003.mp4,3.133957446718203
00004.mp4,2.379922969929453
00005.mp4,3.129541306090455
00006.mp4,3.465127757495206
00007.mp4,2.035409569167679
00008.mp4,2.40204580541132
00009.mp4,2.972160868372901
00010.mp4,2.846890082944816
00011.mp4,3.521838185045266
00012.mp4,2.207039781797842
00013.mp4,3.111106230035419
00014.mp4,2.347641181187936
00015.mp4,2.301311390854855
00016.mp4,3.046995878931885
00017.mp4,2.369518548872276
00018.mp4,3.524833660439918
00019.mp4,2.977872295510132
00020.mp4,2.892438525285558
00021.mp4,3.215846937427761
00022.mp4,2.875020659876113
00023.mp4,2.655131464752991
00024.mp4,3.250859361381426
00025.mp4,2.713265208806744
00026.mp4,2.708951207297058
00027.mp4,2.420794397140213
00028.mp4,3.487540230969645
00029.mp4,3.109577338107308
00030.mp4,3.217669776030745
00031.mp4,3.118648283307991
00032.mp4,3.46470917133713
00033.mp4,2.063783087401832
00034.mp4,2.664215198159255
00035.mp4,2.89768164359878
00036.mp4,2.479861697897232
00037.mp4,2.795244013092635
00038.mp4,2.732306689662742
00039.mp4,2.497922283491066
00040.mp4,2.957391742754536
00041.mp4,3.186326136810112
00042.mp4,2.151622746294343
00043.mp4,3.191576123551696
00044.mp4,2.614643717773805
00045.mp4,2.998752250226171
00046.mp4,2.839511386335171
00047.mp4,2.911645311049184
00048.mp4,1.869377300498006
00049.mp4,2.738728054732537
00050.mp4,3.318050351122665
00051.mp4,1.622081016657196
00052.mp4,3.584763202439329
00053.mp4,3.346528868466486
00054.mp4,2.672937085604616
00055.mp4,3.166579005629976
00056.mp4,3.410280067141602
00057.mp4,3.060960881282237
00058.mp4,2.924333611704597
00059.mp4,2.930899161612121
00060.mp4,2.762032982839822
00061.mp4,3.182576092468318
00062.mp4,2.991647487002248
00063.mp4,2.108489673957695
00064.mp4,2.460381126092617
00065.mp4,2.069763309720491
00066.mp4,3.121190478436465
00067.mp4,3.475997539293487
00068.mp4,2.702593627994641
00069.mp4,3.665401464346439
00070.mp4,3.291646531752308
00071.mp4,2.980087968611475
00072.mp4,3.155386992419276
00073.mp4,3.274949172911103
00074.mp4,2.733978835473009
00075.mp4,2.954215698662808
00076.mp4,2.658228724737638
00077.mp4,3.234941307186333
00078.mp4,3.082516638974624
00079.mp4,2.615575122818458
00080.mp4,3.467254323716086
00081.mp4,2.828417521616891
00082.mp4,2.341609489078174
00083.mp4,2.467348231636225
00084.mp4,2.500431397089799
00085.mp4,3.240159532641776
00086.mp4,3.522037228212147
00087.mp4,2.749317701614989
00088.mp4,3.508639912845232
00089.mp4,3.907329373455948
00090.mp4,2.813923105769867
00091.mp4,2.475788721856139
00092.mp4,2.134093019546097
00093.mp4,2.173435082442832
00094.mp4,2.40946009469732
00095.mp4,2.694478512946182
00096.mp4,2.586185803290745
00097.mp4,2.668638851972148
00098.mp4,2.851087483590166
00099.mp4,3.081255332333919
00100.mp4,3.408071798186094
00101.mp4,2.73846947558826
00102.mp4,3.16949742374345
00103.mp4,2.992418006400517
00104.mp4,3.227818212640273
00105.mp4,2.514749487049436
00106.mp4,4.013468949907726
00107.mp4,3.806472086397089
00108.mp4,3.735684971896303
00109.mp4,3.264345059210656
00110.mp4,2.881608043796263
00111.mp4,2.099255805507561
00112.mp4,1.845178972705766
00113.mp4,3.456213817130157
00114.mp4,2.736474595570641
00115.mp4,2.683594716284864
00116.mp4,2.19989413989049
00117.mp4,3.520424324888322
00118.mp4,3.384263594937832
00119.mp4,1.630571150920329
00120.mp4,1.266224244635021
00121.mp4,2.704331823733468
00122.mp4,3.039842578446911
00123.mp4,3.32839541671225
00124.mp4,2.55316918982304
00125.mp4,2.504511077280737
00126.mp4,2.925059548412487
00127.mp4,2.630281678180517
00128.mp4,2.822470511473272
00129.mp4,2.46693977802813
00130.mp4,2.581392012886068
00131.mp4,3.38837543833328
00132.mp4,2.858426797272879
00133.mp4,1.995192723698899
00134.mp4,3.138064644679954
00135.mp4,3.195953949027722
00136.mp4,3.181511228918322
00137.mp4,2.595433606123614
00138.mp4,3.160144127770443
00139.mp4,3.176077540225378
00140.mp4,3.100895110728235
00141.mp4,3.09056099833294
00142.mp4,3.178501852578826
00143.mp4,3.290425966566295
00144.mp4,2.134699995462146
00145.mp4,3.097029870069213
00146.mp4,2.118624095412462
00147.mp4,3.290459420462989
00148.mp4,2.962261571303862
00149.mp4,2.827489706616368
00150.mp4,2.634510155941671
00151.mp4,3.044120807605601
00152.mp4,2.872675729522617
00153.mp4,2.705156879524639
00154.mp4,3.068297382308403
00155.mp4,3.528934140621952
00156.mp4,3.034026703726047
00157.mp4,2.820334318824724
00158.mp4,2.799776258022599
00159.mp4,2.575963498493551
00160.mp4,3.177911680930922
00161.mp4,2.904175552437129
00162.mp4,2.635749602030264
00163.mp4,3.462052339351335
00164.mp4,3.302652625464539
00165.mp4,3.276089376681049
00166.mp4,3.269235932072048
00167.mp4,2.53846722867856
00168.mp4,3.191230313129945
00169.mp4,2.757623860909279
00170.mp4,3.433175478316921
00171.mp4,2.859897931122183
00172.mp4,3.085817542843917
00173.mp4,2.479491109972786
00174.mp4,2.909552077442334
00175.mp4,3.020219629410887
00176.mp4,3.427923985784077
00177.mp4,3.247606783446972
00178.mp4,3.227182825869584
00179.mp4,3.490290304324524
00180.mp4,2.4646600384029
00181.mp4,2.928037341221956
00182.mp4,3.058191734252035
00183.mp4,3.054955221621858
00184.mp4,1.877400219675065
00185.mp4,2.224750937351395
00186.mp4,2.298941527651032
00187.mp4,3.106670722225419
00188.mp4,2.578886940135947
00189.mp4,2.908626323625866
00190.mp4,3.174789522811881
00191.mp4,2.300971882116146
00192.mp4,2.51292218879599
00193.mp4,3.05807481330047
00194.mp4,2.80803340226398
00195.mp4,2.484073403637588
